Gene Set,Size,P Value,Description,Gene
GO:0032602,chemokine production,-1.6408,0.064791,MIR-128-2
GO:0050727,regulation of inflammatory response,-1.6107,0.078572,MIR-128-2
GO:0002507,tolerance induction,-2.0385,<2.2e-16,MIR-129-1
GO:0001773,myeloid dendritic cell activation,-2.111,<2.2e-16,MIR-129-1
GO:0002285,lymphocyte activation involved in immune response,-2.1114,<2.2e-16,MIR-129-1
GO:0006959,humoral immune response,-2.1586,<2.2e-16,MIR-129-1
GO:0002532,production of molecular mediator involved in inflammatory response,-2.1946,<2.2e-16,MIR-129-1
GO:0002683,negative regulation of immune system process,-2.2015,<2.2e-16,MIR-129-1
GO:0001818,negative regulation of cytokine production,-2.2059,<2.2e-16,MIR-129-1
GO:0002449,lymphocyte mediated immunity,-2.2595,<2.2e-16,MIR-129-1
GO:0002697,regulation of immune effector process,-2.2774,<2.2e-16,MIR-129-1
GO:0002694,regulation of leukocyte activation,-2.3446,<2.2e-16,MIR-129-1
GO:0002521,leukocyte differentiation,-2.3496,<2.2e-16,MIR-129-1
GO:0002526,acute inflammatory response,-2.4154,<2.2e-16,MIR-129-1
GO:0001525,angiogenesis,-2.4163,<2.2e-16,MIR-129-1
GO:0002764,immune response-regulating signaling pathway,-2.4969,<2.2e-16,MIR-129-1
GO:0002250,adaptive immune response,-2.5085,<2.2e-16,MIR-129-1
GO:0002446,neutrophil mediated immunity,-2.5362,<2.2e-16,MIR-129-1
GO:0032613,interleukin-10 production,-2.1299,<2.2e-16,MIR-129-2
GO:0002449,lymphocyte mediated immunity,-2.1512,<2.2e-16,MIR-129-2
GO:0032612,interleukin-1 production,-2.1555,<2.2e-16,MIR-129-2
GO:0002532,production of molecular mediator involved in inflammatory response,-2.2112,<2.2e-16,MIR-129-2
GO:0002697,regulation of immune effector process,-2.2215,<2.2e-16,MIR-129-2
GO:0032615,interleukin-12 production,-2.2521,<2.2e-16,MIR-129-2
GO:0002764,immune response-regulating signaling pathway,-2.2605,<2.2e-16,MIR-129-2
GO:0002521,leukocyte differentiation,-2.3041,<2.2e-16,MIR-129-2
GO:0032609,interferon-gamma production,-2.3373,<2.2e-16,MIR-129-2
GO:0002526,acute inflammatory response,-2.3491,<2.2e-16,MIR-129-2
GO:0002250,adaptive immune response,-2.3495,<2.2e-16,MIR-129-2
GO:0001525,angiogenesis,-2.3754,<2.2e-16,MIR-129-2
GO:0002446,neutrophil mediated immunity,-2.4709,<2.2e-16,MIR-129-2
GO:0032637,interleukin-8 production,-2.1238,<2.2e-16,MIR-130A
GO:0050900,leukocyte migration,-2.1572,<2.2e-16,MIR-130A
GO:0002526,acute inflammatory response,-2.1671,<2.2e-16,MIR-130A
GO:0002446,neutrophil mediated immunity,-2.6428,<2.2e-16,MIR-130A
GO:0036230,granulocyte activation,-2.6428,<2.2e-16,MIR-130A
GO:0045576,mast cell activation,-2.0612,0.00049383,MIR-130A
GO:0001525,angiogenesis,-1.998,0.0018855,MIR-130A
GO:0042092,type 2 immune response,-2.0015,0.0019753,MIR-130A
GO:0050727,regulation of inflammatory response,-1.9688,0.0020513,MIR-130A
GO:0032637,interleukin-8 production,-2.2845,<2.2e-16,MIR-130B
GO:0034340,response to type I interferon,-2.295,<2.2e-16,MIR-130B
GO:0034341,response to interferon-gamma,-2.3578,<2.2e-16,MIR-130B
GO:0035456,response to interferon-beta,-2.106,0.0030658,MIR-130B
GO:0035455,response to interferon-alpha,-2.0619,0.0036789,MIR-130B
GO:0032635,interleukin-6 production,-1.9882,0.0045986,MIR-130B
GO:0002526,acute inflammatory response,-2.0134,0.0051096,MIR-130B
GO:0032612,interleukin-1 production,-1.9968,0.0052556,MIR-130B
GO:0042092,type 2 immune response,-1.9317,0.0055741,MIR-130B
GO:0002764,immune response-regulating signaling pathway,-1.9063,0.0070748,MIR-130B
GO:0032633,interleukin-4 production,-1.8815,0.0081754,MIR-130B
GO:0032602,chemokine production,-1.8048,0.016862,MIR-130B
GO:0032620,interleukin-17 production,-1.8148,0.017032,MIR-130B
GO:0007159,leukocyte cell-cell adhesion,1.7873,<2.2e-16,MIR-132
GO:0032623,interleukin-2 production,1.7768,<2.2e-16,MIR-132
GO:0050900,leukocyte migration,1.7747,<2.2e-16,MIR-132
GO:1990868,response to chemokine,1.7548,<2.2e-16,MIR-132
GO:0032635,interleukin-6 production,1.7504,<2.2e-16,MIR-132
GO:0032615,interleukin-12 production,1.7385,<2.2e-16,MIR-132
GO:0032609,interferon-gamma production,1.7344,<2.2e-16,MIR-132
GO:0002250,adaptive immune response,1.7316,<2.2e-16,MIR-132
GO:0002694,regulation of leukocyte activation,1.7118,0.000073193,MIR-132
GO:0035924,cellular response to vascular endothelial growth factor stimulus,1.7691,<2.2e-16,MIR-133A-1
GO:0001525,angiogenesis,1.7637,<2.2e-16,MIR-133A-1
GO:0050900,leukocyte migration,1.736,0.00048386,MIR-133A-1
GO:0001525,angiogenesis,1.942,<2.2e-16,MIR-133A-2
GO:0035456,response to interferon-beta,-2.2728,<2.2e-16,MIR-134
GO:0034340,response to type I interferon,-2.5616,<2.2e-16,MIR-134
GO:0032606,type I interferon production,-1.9049,0.0080945,MIR-134
GO:0035924,cellular response to vascular endothelial growth factor stimulus,1.6539,0.0085407,MIR-134
GO:0001525,angiogenesis,1.6056,0.0088352,MIR-134
GO:0001818,negative regulation of cytokine production,-2.1001,<2.2e-16,MIR-135A-1
GO:0002507,tolerance induction,-2.1009,<2.2e-16,MIR-135A-1
GO:0001773,myeloid dendritic cell activation,-2.1625,<2.2e-16,MIR-135A-1
GO:0002285,lymphocyte activation involved in immune response,-2.2189,<2.2e-16,MIR-135A-1
GO:0002697,regulation of immune effector process,-2.2495,<2.2e-16,MIR-135A-1
GO:0002532,production of molecular mediator involved in inflammatory response,-2.2738,<2.2e-16,MIR-135A-1
GO:0002521,leukocyte differentiation,-2.3115,<2.2e-16,MIR-135A-1
GO:0002683,negative regulation of immune system process,-2.3397,<2.2e-16,MIR-135A-1
GO:0002526,acute inflammatory response,-2.3614,<2.2e-16,MIR-135A-1
GO:0006959,humoral immune response,-2.3614,<2.2e-16,MIR-135A-1
GO:0001819,positive regulation of cytokine production,-2.4226,<2.2e-16,MIR-135A-1
GO:0002694,regulation of leukocyte activation,-2.4333,<2.2e-16,MIR-135A-1
GO:0002449,lymphocyte mediated immunity,-2.5379,<2.2e-16,MIR-135A-1
GO:0002764,immune response-regulating signaling pathway,-2.5025,<2.2e-16,MIR-135A-1
GO:0002446,neutrophil mediated immunity,-2.6201,<2.2e-16,MIR-135A-1
GO:0002250,adaptive immune response,-2.195,<2.2e-16,MIR-135A-2
GO:0007159,leukocyte cell-cell adhesion,-2.2193,<2.2e-16,MIR-135A-2
GO:0019882,antigen processing and presentation,-2.2411,<2.2e-16,MIR-135A-2
GO:0050900,leukocyte migration,-2.2548,<2.2e-16,MIR-135A-2
GO:0036230,granulocyte activation,-2.4663,<2.2e-16,MIR-135A-2
GO:0002446,neutrophil mediated immunity,-2.4969,<2.2e-16,MIR-135A-2
GO:1990868,response to chemokine,-2.0872,0.00033030,MIR-135A-2
GO:0071706,tumor necrosis factor superfamily cytokine production,-2.0946,0.00035570,MIR-135A-2
GO:0002449,lymphocyte mediated immunity,-2.1174,0.00038534,MIR-135A-2
GO:0034341,response to interferon-gamma,-2.1175,0.00042038,MIR-135A-2
GO:0042110,T cell activation,-2.0277,0.00048675,MIR-135A-2
GO:0002526,acute inflammatory response,-2.0588,0.00054402,MIR-135A-2
GO:0032606,type I interferon production,-2.1809,<2.2e-16,MIR-136
GO:0034340,response to type I interferon,-2.5441,<2.2e-16,MIR-136
GO:0035456,response to interferon-beta,-2.562,<2.2e-16,MIR-136
GO:0002449,lymphocyte mediated immunity,-1.7898,0.041695,MIR-136
GO:0035455,response to interferon-alpha,-1.7203,0.058456,MIR-136
GO:0034341,response to interferon-gamma,-1.6967,0.064848,MIR-136
GO:0032633,interleukin-4 production,-1.6559,0.083222,MIR-136
GO:0019882,antigen processing and presentation,-1.6074,0.11256,MIR-136
GO:0002251,organ or tissue specific immune response,2.1515,0.906,MIR-137
GO:0032606,type I interferon production,0.13549,0.97227,MIR-137
GO:0035456,response to interferon-beta,-2.1445,0.0017143,MIR-138-1
GO:0034341,response to interferon-gamma,-2.0209,0.0037402,MIR-138-1
GO:0032637,interleukin-8 production,-2.0366,0.0041142,MIR-138-1
GO:0035455,response to interferon-alpha,-1.9312,0.0085713,MIR-138-1
GO:0034340,response to type I interferon,-1.9028,0.011428,MIR-138-1
GO:0032612,interleukin-1 production,-1.7725,0.023376,MIR-138-1
GO:0032633,interleukin-4 production,-1.8586,0.035035,MIR-138-2
GO:0042116,macrophage activation,-1.9369,0.036704,MIR-138-2
GO:0032637,interleukin-8 production,-1.8376,0.041470,MIR-138-2
GO:0032612,interleukin-1 production,-1.8181,0.043794,MIR-138-2
GO:0002526,acute inflammatory response,-1.7843,0.048048,MIR-138-2
GO:0032635,interleukin-6 production,-1.7988,0.048382,MIR-138-2
GO:0002251,organ or tissue specific immune response,-1.7171,0.079663,MIR-138-2
GO:0071706,tumor necrosis factor superfamily cytokine production,-1.6394,0.088773,MIR-138-2
GO:0050727,regulation of inflammatory response,-1.6531,0.091563,MIR-138-2
GO:0001819,positive regulation of cytokine production,-1.6434,0.092037,MIR-138-2
GO:0002269,leukocyte activation involved in inflammatory response,-1.5439,0.11641,MIR-138-2
GO:0001525,angiogenesis,1.791,0.0071823,MIR-139
GO:0035924,cellular response to vascular endothelial growth factor stimulus,1.7369,0.0096513,MIR-139
GO:0007159,leukocyte cell-cell adhesion,1.8748,<2.2e-16,MIR-140
GO:0002250,adaptive immune response,1.8439,<2.2e-16,MIR-140
GO:0070661,leukocyte proliferation,1.8331,<2.2e-16,MIR-140
GO:0002269,leukocyte activation involved in inflammatory response,1.8311,<2.2e-16,MIR-140
GO:0050900,leukocyte migration,1.8249,<2.2e-16,MIR-140
GO:0002694,regulation of leukocyte activation,1.8246,<2.2e-16,MIR-140
GO:0150076,neuroinflammatory response,1.8243,<2.2e-16,MIR-140
GO:1990868,response to chemokine,1.8139,<2.2e-16,MIR-140
GO:0042116,macrophage activation,1.813,<2.2e-16,MIR-140
GO:0042110,T cell activation,1.8033,<2.2e-16,MIR-140
GO:0032635,interleukin-6 production,1.7985,<2.2e-16,MIR-140
GO:0034340,response to type I interferon,2.3049,<2.2e-16,MIR-141
GO:0035924,cellular response to vascular endothelial growth factor stimulus,-2.0409,<2.2e-16,MIR-141
GO:0001525,angiogenesis,-2.2339,<2.2e-16,MIR-141
GO:0032606,type I interferon production,1.9383,0.0095521,MIR-141
GO:0045088,regulation of innate immune response,1.7119,0.10115,MIR-141
GO:0035455,response to interferon-alpha,1.599,0.11411,MIR-141
GO:0002250,adaptive immune response,1.9759,<2.2e-16,MIR-142
GO:0002449,lymphocyte mediated immunity,1.9653,<2.2e-16,MIR-142
GO:0002285,lymphocyte activation involved in immune response,1.919,<2.2e-16,MIR-142
GO:0007159,leukocyte cell-cell adhesion,1.8909,<2.2e-16,MIR-142
GO:0002764,immune response-regulating signaling pathway,1.8786,<2.2e-16,MIR-142
GO:0002694,regulation of leukocyte activation,1.8698,<2.2e-16,MIR-142
GO:0002521,leukocyte differentiation,1.8514,<2.2e-16,MIR-142
GO:0001819,positive regulation of cytokine production,1.8176,<2.2e-16,MIR-142
GO:0019882,antigen processing and presentation,1.8129,<2.2e-16,MIR-142
GO:0002697,regulation of immune effector process,1.8065,<2.2e-16,MIR-142
GO:0002446,neutrophil mediated immunity,1.8002,<2.2e-16,MIR-142
GO:0002440,production of molecular mediator of immune response,1.7939,<2.2e-16,MIR-142
GO:0001773,myeloid dendritic cell activation,1.7897,<2.2e-16,MIR-142
GO:0001818,negative regulation of cytokine production,1.7826,<2.2e-16,MIR-142
GO:0002683,negative regulation of immune system process,1.7811,<2.2e-16,MIR-142
GO:0002448,mast cell mediated immunity,1.7769,<2.2e-16,MIR-142
GO:0002526,acute inflammatory response,1.7689,<2.2e-16,MIR-142
GO:0001525,angiogenesis,2.1242,<2.2e-16,MIR-143
GO:0035924,cellular response to vascular endothelial growth factor stimulus,1.9829,<2.2e-16,MIR-143
GO:0048010,vascular endothelial growth factor receptor signaling pathway,1.9603,<2.2e-16,MIR-143
GO:0042116,macrophage activation,1.9549,<2.2e-16,MIR-143
GO:0032612,interleukin-1 production,1.9374,<2.2e-16,MIR-143
GO:0007159,leukocyte cell-cell adhesion,1.9476,<2.2e-16,MIR-143
GO:0050900,leukocyte migration,2.4593,<2.2e-16,MIR-144
GO:0007159,leukocyte cell-cell adhesion,2.2939,0.00059051,MIR-144
GO:1990868,response to chemokine,2.3894,0.00068893,MIR-144
GO:0050727,regulation of inflammatory response,2.2996,0.00068893,MIR-144
GO:0002250,adaptive immune response,2.2565,0.0012401,MIR-144
GO:0032609,interferon-gamma production,2.2172,0.0013373,MIR-144
GO:0032615,interleukin-12 production,2.2412,0.0013779,MIR-144
GO:0032602,chemokine production,2.2146,0.0013779,MIR-144
GO:0032637,interleukin-8 production,2.2204,0.0014209,MIR-144
GO:0050663,cytokine secretion,2.2244,0.0015157,MIR-144
GO:0001819,positive regulation of cytokine production,2.2377,0.0015898,MIR-144
GO:0002449,lymphocyte mediated immunity,2.1832,0.0022844,MIR-144
GO:0042110,T cell activation,2.1446,0.0032350,MIR-144
GO:0001525,angiogenesis,1.6303,0.0078008,MIR-145
GO:0035924,cellular response to vascular endothelial growth factor stimulus,1.6458,0.0090835,MIR-145
GO:0002250,adaptive immune response,1.944,<2.2e-16,MIR-146A
GO:0002449,lymphocyte mediated immunity,1.9183,<2.2e-16,MIR-146A
GO:0002285,lymphocyte activation involved in immune response,1.9157,<2.2e-16,MIR-146A
GO:0007159,leukocyte cell-cell adhesion,1.8962,<2.2e-16,MIR-146A
GO:0002764,immune response-regulating signaling pathway,1.8771,<2.2e-16,MIR-146A
GO:0002694,regulation of leukocyte activation,1.861,<2.2e-16,MIR-146A
GO:0002697,regulation of immune effector process,1.838,<2.2e-16,MIR-146A
GO:0001819,positive regulation of cytokine production,1.8368,<2.2e-16,MIR-146A
GO:0002521,leukocyte differentiation,1.8128,<2.2e-16,MIR-146A
GO:0006959,humoral immune response,1.8059,<2.2e-16,MIR-146A
GO:0002446,neutrophil mediated immunity,1.7987,<2.2e-16,MIR-146A
GO:0001818,negative regulation of cytokine production,1.7895,<2.2e-16,MIR-146A
GO:0002532,production of molecular mediator involved in inflammatory response,1.7781,<2.2e-16,MIR-146A
GO:0002683,negative regulation of immune system process,1.7739,<2.2e-16,MIR-146A
GO:0002440,production of molecular mediator of immune response,1.7684,<2.2e-16,MIR-146A
GO:0002448,mast cell mediated immunity,1.7665,<2.2e-16,MIR-146A
GO:0002526,acute inflammatory response,1.7473,<2.2e-16,MIR-146A
GO:0001773,myeloid dendritic cell activation,1.7468,<2.2e-16,MIR-146A
GO:0034341,response to interferon-gamma,2.3835,<2.2e-16,MIR-148A
GO:0002250,adaptive immune response,2.3531,<2.2e-16,MIR-148A
GO:0034340,response to type I interferon,2.3415,<2.2e-16,MIR-148A
GO:0002449,lymphocyte mediated immunity,2.2778,<2.2e-16,MIR-148A
GO:0007159,leukocyte cell-cell adhesion,2.1438,<2.2e-16,MIR-148A
GO:0042110,T cell activation,2.1334,<2.2e-16,MIR-148A
GO:0019882,antigen processing and presentation,2.1028,<2.2e-16,MIR-148A
GO:0032609,interferon-gamma production,2.0862,<2.2e-16,MIR-148A
GO:0070661,leukocyte proliferation,2.0831,<2.2e-16,MIR-148A
GO:0045088,regulation of innate immune response,2.076,<2.2e-16,MIR-148A
GO:0002697,regulation of immune effector process,2.0755,<2.2e-16,MIR-148A
GO:0002694,regulation of leukocyte activation,2.0746,<2.2e-16,MIR-148A
GO:0002764,immune response-regulating signaling pathway,2.0656,<2.2e-16,MIR-148A
GO:0035456,response to interferon-beta,2.0297,<2.2e-16,MIR-148A
GO:0006959,humoral immune response,2.0185,<2.2e-16,MIR-148A
GO:0050727,regulation of inflammatory response,1.9681,<2.2e-16,MIR-148A
GO:0001818,negative regulation of cytokine production,-2.1493,<2.2e-16,MIR-149
GO:0002446,neutrophil mediated immunity,-2.1545,<2.2e-16,MIR-149
GO:0002532,production of molecular mediator involved in inflammatory response,-2.1628,<2.2e-16,MIR-149
GO:0002683,negative regulation of immune system process,-2.2014,<2.2e-16,MIR-149
GO:0002285,lymphocyte activation involved in immune response,-2.2253,<2.2e-16,MIR-149
GO:0030101,natural killer cell activation,-2.2902,<2.2e-16,MIR-149
GO:0019882,antigen processing and presentation,-2.3629,<2.2e-16,MIR-149
GO:0002526,acute inflammatory response,-2.3733,<2.2e-16,MIR-149
GO:0002694,regulation of leukocyte activation,-2.4362,<2.2e-16,MIR-149
GO:0007159,leukocyte cell-cell adhesion,-2.4768,<2.2e-16,MIR-149
GO:0002697,regulation of immune effector process,-2.5224,<2.2e-16,MIR-149
GO:0032606,type I interferon production,-2.5468,<2.2e-16,MIR-149
GO:0032609,interferon-gamma production,-2.6053,<2.2e-16,MIR-149
GO:0002449,lymphocyte mediated immunity,-2.7458,<2.2e-16,MIR-149
GO:0002764,immune response-regulating signaling pathway,-2.7248,<2.2e-16,MIR-149
GO:0002250,adaptive immune response,-2.8212,<2.2e-16,MIR-149
GO:0032615,interleukin-12 production,1.7081,<2.2e-16,MIR-150
GO:0002250,adaptive immune response,1.707,<2.2e-16,MIR-150
GO:0032633,interleukin-4 production,1.6987,<2.2e-16,MIR-150
GO:0032623,interleukin-2 production,1.6985,<2.2e-16,MIR-150
GO:0042110,T cell activation,1.6974,<2.2e-16,MIR-150
GO:0032609,interferon-gamma production,1.6892,<2.2e-16,MIR-150
GO:0002449,lymphocyte mediated immunity,1.6819,<2.2e-16,MIR-150
GO:0007159,leukocyte cell-cell adhesion,1.6776,<2.2e-16,MIR-150
GO:0001773,myeloid dendritic cell activation,1.6771,<2.2e-16,MIR-150
GO:1990868,response to chemokine,1.6713,<2.2e-16,MIR-150
GO:0070661,leukocyte proliferation,1.6705,<2.2e-16,MIR-150
GO:0032613,interleukin-10 production,1.6643,<2.2e-16,MIR-150
GO:0002285,lymphocyte activation involved in immune response,1.664,<2.2e-16,MIR-150
GO:0071887,leukocyte apoptotic process,1.6622,<2.2e-16,MIR-150
GO:0032637,interleukin-8 production,1.6599,<2.2e-16,MIR-150
GO:0045576,mast cell activation,1.6534,<2.2e-16,MIR-150
GO:0002694,regulation of leukocyte activation,1.6476,<2.2e-16,MIR-150
GO:0002521,leukocyte differentiation,1.6474,<2.2e-16,MIR-150
GO:0002764,immune response-regulating signaling pathway,1.6469,<2.2e-16,MIR-150
GO:0050900,leukocyte migration,1.736,0.00020020,MIR-152
GO:0001525,angiogenesis,1.7461,0.00022523,MIR-152
GO:0007159,leukocyte cell-cell adhesion,1.729,0.00025740,MIR-152
GO:0032615,interleukin-12 production,1.7316,0.00030030,MIR-152
GO:0002250,adaptive immune response,1.6869,0.00062370,MIR-152
GO:0035455,response to interferon-alpha,-2.0356,0.0029295,MIR-153-1
GO:0035456,response to interferon-beta,-1.8923,0.009765,MIR-153-1
GO:0070670,response to interleukin-4,-1.9271,0.009765,MIR-153-1
GO:0034340,response to type I interferon,-1.8269,0.021092,MIR-153-1
GO:0060759,regulation of response to cytokine stimulus,-1.5679,0.15201,MIR-153-1
GO:0036230,granulocyte activation,-2.2067,<2.2e-16,MIR-153-2
GO:0002446,neutrophil mediated immunity,-2.1251,0.0026450,MIR-153-2
GO:0002764,immune response-regulating signaling pathway,-1.9687,0.017986,MIR-153-2
GO:0002250,adaptive immune response,-1.8528,0.035443,MIR-153-2
GO:0002449,lymphocyte mediated immunity,-1.8541,0.038793,MIR-153-2
GO:0045576,mast cell activation,-1.7324,0.058190,MIR-153-2
GO:0002526,acute inflammatory response,-1.7255,0.059582,MIR-153-2
GO:0034341,response to interferon-gamma,-1.7095,0.060835,MIR-153-2
GO:0002683,negative regulation of immune system process,-1.6667,0.072839,MIR-153-2
GO:0035456,response to interferon-beta,-2.285,<2.2e-16,MIR-154
GO:0034340,response to type I interferon,-2.3624,<2.2e-16,MIR-154
GO:0002250,adaptive immune response,2.0914,<2.2e-16,MIR-155
GO:0002449,lymphocyte mediated immunity,2.0632,<2.2e-16,MIR-155
GO:0002764,immune response-regulating signaling pathway,2.0473,<2.2e-16,MIR-155
GO:0002697,regulation of immune effector process,2.0333,<2.2e-16,MIR-155
GO:0002694,regulation of leukocyte activation,2.0333,<2.2e-16,MIR-155
GO:0007159,leukocyte cell-cell adhesion,2.0328,<2.2e-16,MIR-155
GO:0002285,lymphocyte activation involved in immune response,2.023,<2.2e-16,MIR-155
GO:0001819,positive regulation of cytokine production,2.0111,<2.2e-16,MIR-155
GO:0002440,production of molecular mediator of immune response,1.9577,<2.2e-16,MIR-155
GO:0001818,negative regulation of cytokine production,1.953,<2.2e-16,MIR-155
GO:0002521,leukocyte differentiation,1.9472,<2.2e-16,MIR-155
GO:0002446,neutrophil mediated immunity,1.9228,<2.2e-16,MIR-155
GO:0002683,negative regulation of immune system process,1.9209,<2.2e-16,MIR-155
